depArr,distance,distance_long,operation_mode,angle_sum,NDepDep,NDepArr,NArrDep,NArrArr,Pressure,VisibilityInMeters,isRain,isSnow,flightNumber,airline,aircraftModel,AvgSpdLast10,TaxiTime
0,1965.554417,1417.437268,1,494.57,2,0,0,0,29.71,10000,0,0,SK4608,SAS,CRJ9,243.1332428,11.36666667
0,1080.097017,822.8717969,1,551.73,2,0,0,0,29.71,10000,0,0,AF1669,AFR,A320,240.5225952,8.083333333
0,1920.554686,1417.437268,1,494.46,2,0,0,0,29.71,10000,0,0,U21897,EZY,A319,236.303268,8.55
0,2859.80713,1417.437268,1,910.4,2,0,0,0,29.71,10000,0,0,SQ51,SIA,A359,215.4522557,16.6
1,2212.353019,1562.461713,1,488.64,0,0,4,0,29.71,10000,0,0,FR554,RYR,B738,253.7116601,5.3
0,2825.015283,1417.437268,1,812.44,2,0,0,0,29.71,10000,0,0,TK1994,THY,B738,199.7502532,16.53333333
1,2510.544169,1008.682564,1,766.83,0,0,1,0,29.68,10000,0,0,BY108,TOM,B788,219.9640916,7.016666667
1,2149.413051,712.8446939,1,454.35,0,0,0,0,29.71,10000,0,0,QR27,QTR,B788,289.874188,5.716666667
0,1564.740349,1169.957521,1,494.16,0,1,0,0,29.68,10000,0,0,EI205,EIN,A320,216.9814534,13.1
0,2730.242742,977.4076594,1,695.51,1,1,0,0,29.68,10000,0,0,VS75,VIR,B744,238.4515509,19.3
1,2219.307597,1345.315855,1,580.21,0,0,2,1,29.74,10000,0,0,FR3219,RYR,B738,233.420349,5.583333333
0,759.1905594,0,1,410.08,1,0,0,0,29.65,10000,0,0,FR555,RYR,B738,242.4495576,8.25
0,665.0018775,0,1,392.39,1,0,0,0,29.65,10000,0,0,FR3226,RYR,B738,226.2289211,7.183333333
0,616.4838124,0,1,386.09,0,0,0,0,29.65,10000,0,0,FR1145,RYR,B738,234.4241136,6.933333333
0,2522.645183,977.4076594,1,688.61,1,0,0,0,29.65,10000,0,0,FI441,ICE,B752,201.2929272,12.45
0,1223.226627,634.051999,1,419.65,1,0,0,0,29.65,10000,0,0,BA1395,BAW,A320,211.3891997,11.91666667
1,2344.869381,1671.236876,1,477.94,0,0,0,0,29.74,10000,0,0,FR3205,RYR,B738,216.8591803,6.483333333
0,777.7269172,0,1,427.9,2,0,0,0,29.65,10000,0,0,FR3246,RYR,B738,167.2086086,8.066666667
0,3009.701115,1625.646073,1,806.6,1,0,0,0,29.65,10000,0,0,DL221,DAL,B752,181.7628285,13.81666667
1,877.2744061,509.7935599,1,270.49,0,0,2,1,29.65,10000,0,0,KL1083,KLM,B738,239.2358614,3.416666667
0,1957.188916,977.4076594,1,524.24,1,0,0,0,29.62,10000,0,0,LH943,DLH,A320,137.2419091,13.38333333
0,1555.527462,977.4076594,1,370.44,2,0,0,0,29.62,10000,0,0,U21983,EZY,A319,137.7196503,7.583333333
0,581.6730004,0,1,376.14,1,0,0,0,29.62,10000,0,0,FR3952,RYR,B738,164.9052686,7.166666667
1,2252.309289,1345.315855,1,565.15,0,0,5,0,29.74,10000,0,0,FR4006,RYR,B738,234.7161055,5.2
0,1017.353229,634.051999,1,333.82,3,0,0,0,29.62,10000,0,0,VY8735,VLG,A320,143.4090975,9.283333333
0,2567.120775,977.4076594,1,688.53,2,0,0,0,29.62,10000,0,0,LS791,EXS,B738,132.5557762,12.8
0,2999.911557,1531.939629,1,767.55,2,0,0,0,29.62,10000,0,0,ZB3784,MON,A321,145.4764257,11.7
1,1931.93525,1169.749144,1,480.58,0,0,0,0,29.68,10000,0,0,LS836,EXS,B738,197.3403622,5.316666667
0,2922.011326,1417.437268,1,920.97,1,0,0,0,29.62,10000,0,0,MT1238,TCX,A321,153.0390818,19.15
0,1796.419655,1417.437268,1,486.14,1,0,0,0,29.62,10000,0,0,EK18,UAE,A388,161.8591287,15.7
0,777.7269172,0,1,427.9,4,0,0,0,29.62,10000,0,0,AF1069,AFR,A318,222.09228,12.68333333
0,1061.560659,756.3860818,1,533.91,1,0,0,0,29.62,10000,0,0,FR3234,RYR,B738,211.0450371,9.7
0,1177.978927,870.7482717,1,520.16,1,0,0,0,29.62,10000,0,0,KL1084,KLM,B738,213.872594,7.283333333
0,918.8539123,623.3581564,1,509.92,3,0,0,0,29.62,10000,0,0,FR38,RYR,B738,266.8990479,6.916666667
0,2854.745285,1417.437268,1,927.25,3,1,0,0,29.62,10000,0,0,BY586,TOM,B752,265.1904201,13.11666667
0,2118.821033,1953.337455,1,493.42,2,0,0,0,29.62,10000,0,0,EI3325,EIN,AT76,269.2247611,7.883333333
0,2595.22783,1417.437268,1,803.31,4,0,0,0,29.62,10000,0,0,MT1982,TCX,A321,146.6012373,19.06666667
0,1612.045476,1169.957521,1,494.78,2,0,0,0,30.15,6000,0,0,SN2174,BEL,A319,257.3204582,13.88333333
0,1612.045476,1169.957521,1,494.78,2,0,0,0,29.62,10000,0,0,LX395,OAW,E190,270.4617138,12.98333333
0,2597.969345,977.4076594,1,804.3,2,0,0,0,29.62,10000,0,0,ZB504,MON,A321,273.9580095,11.1
0,2827.136995,977.4076594,1,696.65,1,0,0,0,29.62,10000,0,0,ZB564,MON,A321,271.4358185,15.9
0,1618.184586,977.4076594,1,370.61,3,0,0,0,29.62,10000,0,0,U21833,EZY,A320,245.3367931,16
1,1828.347126,0,1,396.93,0,0,2,1,29.68,10000,0,0,null,EXS,B738,183.9972259,4.583333333
0,1176.198865,634.051999,1,419.93,3,0,0,0,29.62,10000,0,0,BA1375,BAW,A320,223.04018,11.76666667
1,659.0003789,0,1,318.07,0,0,2,0,29.62,10000,0,0,BA1394,BAW,A319,158.0327878,1.266666667
0,834.2267214,0,1,427.07,4,0,0,0,29.62,10000,0,0,FR4332,RYR,B738,212.0505374,17.26666667
0,1957.188916,977.4076594,1,524.24,4,0,0,0,29.62,10000,0,0,LS887,EXS,B738,138.4483132,16.26666667
0,2522.645183,977.4076594,1,688.63,4,0,0,0,29.62,10000,0,0,LS897,EXS,B738,137.1955774,14.81666667
0,2514.884123,977.4076594,1,858.54,4,0,0,0,29.62,10000,0,0,MT354,TCX,A321,127.3440818,15.06666667
1,1889.939429,0,1,398.52,0,0,6,0,29.77,10000,0,0,EY21,ETD,A332,176.4780665,4.716666667
0,2681.181397,977.4076594,1,695.78,4,0,0,0,29.62,10000,0,0,BY2768,TOM,B738,131.6195224,8.166666667
0,1268.929639,634.051999,1,428.46,3,0,0,0,29.62,10000,0,0,U22922,EZY,A319,146.6695792,9.666666667
0,2120.924273,977.4076594,1,646.38,2,1,0,0,29.635,9000,0,0,ST7136,GMI,B737,212.9466708,7.333333333
0,1258.299527,634.051999,1,593.96,1,1,0,0,29.62,10000,0,0,U21881,EZY,A320,158.5061779,8.45
0,1382.246078,729.9279128,1,317.69,2,1,0,0,29.62,10000,0,0,U21845,EZY,A320,163.4012722,11.95
1,1933.812581,514.6640059,1,589.21,0,0,2,1,29.62,10000,0,0,TOM2703,TOM,B788,188.2760132,5.966666667
0,2886.174389,1483.549495,1,804.14,1,0,0,0,29.635,9000,0,0,QR28,QTR,B788,224.9323968,14.33333333
0,441.1681024,0,1,205.11,0,0,0,0,29.635,9000,0,0,FR561,RYR,B738,228.2570307,5.066666667
1,1322.15101,0,1,292.39,0,0,2,0,29.71,10000,0,0,ZB543,MON,A321,200.8719687,3.866666667
1,526.9344437,0,1,353.84,0,0,2,1,29.71,10000,0,0,FR2132,RYR,B738,193.3230196,5.183333333
0,2420.853917,977.4076594,1,658.26,0,1,0,0,29.65,10000,1,0,BY2762,TOM,B738,248.0197561,14.85
0,2577.704598,1869.668041,1,479.82,2,0,0,0,29.65,10000,1,0,OS464,AUA,E190,237.0023985,7.716666667
0,2567.120775,977.4076594,1,688.53,1,0,0,0,29.65,10000,1,0,LS817,EXS,B738,251.1949444,14.23333333
0,2632.437238,771.1784035,1,799.16,2,0,0,0,29.65,10000,1,0,ZB1324,MON,A321,255.5156591,16.75
0,2116.605504,530.8891433,1,586.86,1,1,0,0,29.65,10000,1,0,U2133,EZY,A320,242.3485322,10.75
1,1089.3513,687.1934466,1,360.49,0,0,3,0,29.62,10000,0,0,U21980,EZY,A320,215.4221411,1.55
0,1665.358517,1125.346912,1,225,1,0,0,0,29.65,10000,1,0,U21923,EZY,A320,305.1452277,6.25
0,2451.234715,1078.779413,1,512.02,0,0,0,0,29.68,10000,1,0,BY2754,TOM,B788,307.2030843,10.13333333
1,1646.758938,1067.444269,1,450.02,0,0,0,1,29.65,10000,1,0,FR3235,RYR,B738,235.9389413,3.666666667
0,1899.756794,1078.779413,1,378.06,0,1,0,0,29.68,10000,1,0,TK1996,THY,A321,312.0266693,7.216666667
0,1757.131483,558.4022863,1,531.94,0,0,0,0,29.68,9000,1,0,ZB1376,MON,A320,327.4738725,5.9
0,539.8810763,0,1,247.3,1,0,0,0,29.68,9000,1,0,FR3208,RYR,B738,325.6302235,6.283333333
0,1746.988027,631.4940384,1,292.69,2,0,0,0,29.68,9000,1,0,U21863,EZY,A319,314.5331418,8.5
0,1984.149887,866.2491974,1,481.13,0,0,0,0,29.68,9000,1,0,FR3187,RYR,B738,294.3627466,8.666666667
1,1674.761685,0,1,453.13,0,0,2,0,29.74,10000,0,0,PK701,PIA,B77W,248.1740675,5.466666667
0,1949.339075,866.2491974,1,475.42,1,0,0,0,29.674,10000,0,0,FR4096,RYR,B738,257.1075771,13.05
1,1803.549439,777.2867325,1,345.46,0,0,1,0,29.68,10000,1,0,null,EXS,B738,286.4812931,4.516666667
0,1860.914586,949.0490379,1,347.52,1,1,0,0,29.674,10000,0,0,FR1557,RYR,B738,234.0627902,10
1,742.2839026,0,1,231.09,0,0,2,1,29.62,10000,0,0,LS880,EXS,B752,168.8363039,1.516666667
1,1576.006003,0,1,719.02,0,0,2,0,29.65,10000,1,0,FR39,RYR,B738,259.6647895,4.983333333
0,1938.627424,949.0490379,1,411.93,1,0,0,0,29.674,10000,0,0,KL1094,KLM,B738,232.7195198,9.583333333
0,1586.392681,0,1,285.16,1,0,0,0,29.674,10000,0,0,U21927,EZY,A319,226.6241011,5.616666667
0,1760.791167,1114.643764,1,395.14,2,0,0,0,29.674,10000,0,0,SN2178,BEL,A319,216.62543,6.233333333
0,1656.945934,516.1126283,1,292.86,2,0,0,0,29.674,10000,0,0,EI211,EIN,A320,215.0915271,9.15
0,832.3039205,765.7016095,1,137.93,3,0,0,0,29.674,10000,0,0,LH947,DLH,A320,224.6079541,24.03333333
0,1665.358517,1125.346912,1,225,1,0,0,0,29.668,10000,0,0,U21877,EZY,A320,207.5182768,7.4
0,2552.375185,977.4076594,1,804.26,1,1,0,0,29.65,10000,1,0,PK702,PIA,B77W,233.0907965,13.18333333
0,1665.358517,1125.346912,1,225,1,0,0,0,29.668,10000,0,0,U21887,EZY,A320,207.1290845,7.883333333
0,1778.570834,681.1892299,1,292.2,0,0,0,0,29.668,10000,0,0,U21891,EZY,A320,213.3166755,9.166666667
0,1944.934078,866.2491974,1,604.02,1,0,0,0,29.668,10000,0,0,FR34,RYR,B738,203.5449048,8.683333333
1,1778.614256,836.489342,1,550.64,0,0,1,1,29.674,10000,0,0,AF1168,AFR,A319,250.3838503,7.533333333
1,1258.079847,756.7631639,1,270.84,0,0,0,0,29.65,10000,1,0,MT1239,TCX,A321,228.0427704,5.116666667
1,2551.424755,655.0851383,1,642.8,0,0,1,0,29.62,10000,0,0,DE1499,CFG,B753,136.3913083,7.916666667
1,2055.097895,970.6294578,1,556.26,0,0,2,1,29.65,10000,1,0,FR3953,RYR,B738,265.1321214,3.416666667
1,1173.867154,727.5364952,1,406.26,0,0,0,0,29.68,10000,1,0,FR2142,RYR,B738,310.1102304,5.883333333
0,2060.367691,1078.779413,1,331.07,0,0,0,0,29.655998,10000,0,0,LX381,EDW,A320,228.7213188,6.416666667
1,2212.353019,1562.461713,1,488.64,0,0,0,0,29.661999,10000,0,0,FR556,RYR,B738,202.3334541,4.916666667
0,2251.429734,1078.779413,1,547.5,0,0,0,0,29.65,10000,1,0,EY22,ETD,A332,240.6017894,15.38333333
1,2281.835385,1615.460846,1,471.64,0,0,1,0,29.68,9000,1,0,FR8357,RYR,B738,304.9468646,5.966666667
0,1928.558947,866.2491974,1,586.78,2,0,0,0,29.65,10000,1,0,AF1169,AFR,A319,208.7772158,10.7
0,1665.358517,1125.346912,1,225,1,0,0,0,29.65,10000,1,0,U21811,EZY,A320,226.9929223,16.6
0,1824.398686,949.0490379,1,364.51,3,0,0,0,29.65,10000,1,0,FR3222,RYR,B738,208.6924325,10.33333333
0,581.6730004,0,1,380.38,1,1,0,0,29.65,10000,1,0,FR2141,RYR,B738,246.5454385,7.583333333
0,759.1905594,0,1,410.08,1,0,0,0,29.65,10000,1,0,FR557,RYR,B738,233.0488265,7.266666667
0,1618.184586,977.4076594,1,370.61,1,0,0,0,29.65,10000,1,0,EI213,EIN,A320,221.0979299,9.183333333
1,2042.205313,836.489342,1,701.47,0,0,2,0,29.674,10000,0,0,VY1396,VLG,A320,245.399305,7
0,616.4838124,0,1,376.68,1,0,0,0,29.65,10000,1,0,FR8358,RYR,B738,193.7218042,10.16666667
0,1607.974755,1074.081608,1,717.17,2,0,0,0,29.65,10000,1,0,EW1347,EWG,A320,167.675953,11.18333333
0,1262.764003,634.051999,1,401.56,2,0,0,0,29.65,10000,1,0,BA1405,BAW,A319,167.4187539,10.33333333
0,581.6730004,0,1,380.38,1,1,0,0,29.69,10000,0,0,VY1397,VLG,A320,299.5501582,11.48333333
0,1560.669627,1074.081608,1,717.79,2,0,0,0,29.67,10000,0,0,EW4349,EWG,A320,169.6067705,10.5
0,1494.049555,977.4076594,1,326.27,3,0,0,0,29.67,10000,0,0,D85311,NAX,B738,166.4463753,6.833333333
0,1796.419655,1417.437268,1,450.1,0,1,0,0,29.67,10000,0,0,EK20,UAE,A388,193.2503641,27.8
0,759.1905594,0,1,410.08,2,1,0,0,29.67,10000,0,0,FR4776,RYR,B738,244.8420249,7.166666667
0,2104.290042,634.051999,1,840.59,1,1,0,0,29.67,10000,0,0,EI215,EIN,A320,239.9364341,19.18333333
1,1606.841859,849.6170191,1,429.26,0,0,1,2,29.67,10000,0,0,FR558,RYR,B738,219.4503974,4.216666667
0,1305.604655,634.051999,1,593.34,0,0,0,0,29.71,7000,1,0,U2137,EZY,A319,283.7495776,10.05
0,706.9241207,0,1,408.86,0,0,0,0,29.74,8000,1,0,FR559,RYR,B738,258.6337472,7.983333333
1,1389.895974,756.7631639,1,315.71,0,0,2,0,29.69,10000,0,0,LH948,DLH,A320,279.0773402,3.933333333
1,2162.737463,0,1,540.06,0,0,0,0,29.67,10000,0,0,ZB1377,MON,A320,157.6660281,5
1,1348.12194,756.7631639,1,270.67,0,0,2,0,29.69,10000,0,0,U21888,EZY,A320,241.0570678,2.683333333
1,1846.064939,655.0851383,1,438.1,0,0,0,1,29.69,10000,0,0,LH2504,DLH,A320,258.8788973,3.833333333
1,1801.72331,837.6584336,1,530.34,0,0,1,0,29.69,10000,0,0,FR4097,RYR,B738,282.7513856,6.65
1,1243.548854,0,1,291.34,0,0,0,0,29.69,10000,0,0,IA265,IAW,A320,276.6684824,4.883333333
1,2154.390131,0,1,756,0,0,2,0,29.65,10000,1,0,MT1983,TCX,A321,222.8847805,4.666666667
0,2026.693786,1417.437268,1,810.58,0,0,0,0,29.79,6000,0,0,IA266,IAW,A320,276.4269853,14.6
1,1703.059659,0,1,494.87,0,0,3,0,29.67,10000,0,0,MT355,TCX,A321,170.655044,5.133333333
1,1544.192686,514.6640059,1,468.76,0,0,1,1,29.67,10000,0,0,ZB3785,MON,A321,180.3516845,3.116666667
1,2012.322746,0,1,563.57,0,0,0,0,29.71,7000,1,0,BY157,TOM,B788,300.5751719,6.15
1,1933.812581,514.6640059,1,589.21,0,0,0,1,29.74,10000,0,0,BY109,TOM,B788,276.2042914,5.45
1,1322.15101,0,1,292.39,0,0,0,0,29.74,10000,0,0,QR21,QTR,B788,256.5193806,4.366666667
0,1857.897562,1417.437268,1,494.6,0,0,0,0,29.74,10000,1,0,U21801,EZY,A320,264.8432853,15.86666667
0,1038.094824,822.8717969,1,410.41,1,0,0,0,29.74,10000,1,0,KL1072,KLM,B739,228.394508,8.2
0,2938.810144,1633.311383,1,620.14,2,0,0,0,29.74,10000,0,0,ZB532,MON,A320,208.3335059,10.01666667
0,2590.174866,1078.779413,1,620.9,2,0,0,0,29.74,10000,0,0,ZB542,MON,A321,224.6816175,15
0,2465.213061,1078.779413,1,542.43,3,0,0,0,29.74,10000,0,0,SN2184,BEL,A320,217.3394697,10.25
0,1948.54095,1247.391005,1,450.63,2,0,0,0,29.74,10000,0,0,FR3204,RYR,B738,233.0944506,13.41666667
0,2011.909833,1335.080552,1,468.68,3,0,0,0,29.74,10000,0,0,U21923,EZY,A319,205.9075292,29.95
0,2365.299126,1078.779413,1,620.71,4,0,0,0,29.74,10000,0,0,BY726,TOM,B788,182.0466231,12.16666667
1,2553.302087,0,1,751.43,0,0,0,0,29.74,10000,0,0,MT2714,TCX,A332,261.4465218,8.35
0,668.8764895,0,1,316.31,2,0,0,0,29.74,10000,0,0,FR4007,RYR,B738,190.7728178,5.066666667
0,1831.523996,530.8891433,1,607.32,2,0,0,0,29.74,10000,0,0,BA1371,BAW,A319,190.0928631,10.75
0,2643.607645,771.1784035,1,836.47,3,0,0,0,29.74,10000,0,0,ZB672,MON,A321,195.4208572,13.86666667
0,1672.67836,530.8891433,1,521.21,3,0,0,0,29.74,10000,0,0,FR3952,RYR,B738,201.8256425,14.73333333
0,1531.027398,1131.112891,1,270.38,4,0,0,0,29.74,10000,0,0,FR3805,RYR,B738,183.8394602,8.35
0,1726.466784,817.7459019,1,403.51,4,0,0,0,29.74,10000,0,0,U21831,EZY,A320,184.9072853,14.21666667
0,3003.587702,1325.710373,1,799.88,4,0,0,0,29.74,10000,0,0,ZB3762,MON,A321,182.527962,16.33333333
0,2723.970416,771.1784035,1,947.13,4,0,0,0,29.74,10000,0,0,LH2505,DLH,A320,186.4718358,16.41666667
0,2010.447343,1164.591164,1,573.01,4,0,0,0,29.74,10000,0,0,FR7542,RYR,B738,176.8664153,12.31666667
0,1805.996423,1322.769919,1,349.88,5,0,0,0,29.74,10000,0,0,U21983,EZY,A319,183.6237342,13.6
0,2654.536567,771.1784035,1,669.25,5,0,0,0,29.74,10000,0,0,ZB580,MON,A321,194.5748012,18.21666667
1,3047.710133,567.5346884,1,721.46,0,0,0,0,29.77,10000,0,0,VS76,VIR,B744,256.6886516,11.68333333
0,2791.028575,771.1784035,1,727.65,1,0,0,0,29.74,10000,0,0,ZB522,MON,A320,192.1093901,16.8
0,388.2837753,0,1,207.27,1,0,0,0,29.71,10000,0,0,FR36,RYR,B738,213.0072917,0.7
0,1560.752463,1010.518946,1,224.43,2,1,0,0,29.74,10000,0,0,U21925,EZY,A319,214.8927979,5.766666667
0,1808.648147,949.0490379,1,346.3,0,0,0,0,29.74,10000,0,0,FR2131,RYR,B738,223.6222121,11.43333333
0,1856.980866,0,1,487.12,2,0,0,0,29.74,10000,0,0,BA1385,BAW,A319,228.5151727,8.633333333
0,2509.716019,771.1784035,1,727.99,1,0,0,0,29.74,10000,0,0,ZB562,MON,A321,227.2973287,12.8
0,1984.149887,866.2491974,1,471.72,3,0,0,0,29.71,10000,0,0,FR3238,RYR,B738,233.7016211,9.233333333
0,1696.709192,872.435581,1,344.67,2,0,0,0,29.71,10000,0,0,U21901,EZY,A320,238.5978958,14.95
0,1887.432682,949.0490379,1,348.8,3,0,0,0,29.71,10000,0,0,FR553,RYR,B738,236.6677357,6.95
0,1707.49384,558.4022863,1,568.44,2,0,0,0,29.71,10000,0,0,QR22,QTR,B788,211.7691849,10.8
0,1726.466784,817.7459019,1,403.51,2,0,0,0,29.71,10000,0,0,EI203,EIN,A320,251.8631371,5.416666667
0,398.2883048,0,1,114.35,1,0,0,0,29.71,10000,0,0,EW1343,EWG,A320,247.1487288,0.866666667
1,1778.575065,1067.444269,1,494.89,0,0,5,0,29.74,10000,0,0,KL1073,KLM,B737,155.7204553,3.416666667
0,1899.756794,1078.779413,1,378.98,1,1,0,0,29.71,10000,1,0,EW4341,EWG,A319,282.8156579,7.916666667
0,2251.429734,1078.779413,1,578.84,0,1,0,0,29.71,10000,1,0,EY16,ETD,B77W,284.0936712,12.28333333
0,1880.666997,1250.572056,1,354.42,2,0,0,0,29.71,10000,1,0,U21995,EZY,A320,285.3031549,14.85
0,2011.575476,1275.28271,1,524.67,3,0,0,0,29.71,10000,1,0,FR8308,RYR,B738,276.4785912,20.61666667
0,2570.79692,771.1784035,1,720.86,4,0,0,0,29.71,10000,1,0,LS811,EXS,B738,274.8864013,12.45
0,1869.756415,1247.391005,1,448.13,4,0,0,0,29.71,10000,1,0,FR4776,RYR,B738,268.3780677,14.98333333
0,1778.570834,681.1892299,1,306.34,5,0,0,0,29.71,10000,1,0,U2131,EZY,A319,265.0468478,10.11666667
0,1879.450943,866.2491974,1,587.5,1,0,0,0,29.71,10000,1,0,AF1669,AFR,A319,227.1583384,9.4
0,2062.300176,771.1784035,1,510.71,1,0,0,0,29.68,10000,0,0,BY288,TOM,B738,183.6968719,8.083333333
0,1856.980866,0,1,665.8,2,0,0,0,29.68,10000,0,0,BA1387,BAW,A320,175.3371126,11.33333333
0,1621.860731,763.480332,1,402.96,0,0,0,0,29.68,10000,0,0,LX391,SWR,A320,215.2792644,11.28333333
0,1928.558947,866.2491974,1,586.78,2,0,0,0,29.68,10000,0,0,KL1074,KLM,B737,173.3930949,8.75
0,1435.282352,0,1,450.76,1,0,0,0,29.65,10000,1,0,MT2734,TCX,A332,270.1496928,6.816666667
0,1497.725701,578.1456668,1,358.6,1,0,0,0,29.68,10000,0,0,EK22,UAE,A388,171.4368406,16.86666667
0,1605.752195,1125.346912,1,224.56,0,0,0,0,29.68,10000,1,0,MT1966,TCX,A321,220.7828047,8.733333333
0,398.2883048,0,1,114.35,1,0,0,0,29.68,10000,0,0,BY450,TOM,B738,167.652213,0.633333333
1,2042.809968,655.0851383,1,525.36,0,0,2,0,29.74,10000,0,0,SK539,SAS,A321,189.6581772,5.583333333
1,2176.754692,0,1,581.81,0,0,0,0,29.77,10000,0,0,SQ51,SIA,A359,277.7092485,8.433333333
0,2090.542997,1078.779413,1,481.44,1,0,0,0,29.68,10000,1,0,LH941,DLH,A319,218.5203089,9.833333333
0,1899.756794,1078.779413,1,378.06,2,0,0,0,29.68,10000,1,0,SK2548,SAS,B738,227.30116,8.266666667
0,2451.234715,1078.779413,1,512.02,0,1,0,0,29.65,10000,1,0,BY112,TOM,B788,267.5011799,14.4
0,398.2883048,0,1,114.35,2,1,0,0,29.65,10000,1,0,LS765,EXS,B738,292.1278301,1.7
0,1690.685615,0,1,481.23,1,1,0,0,29.65,10000,1,0,FR2604,RYR,B738,293.2958419,8.1
0,2826.892614,1417.437268,1,921.07,2,1,0,0,29.65,10000,1,0,MT2638,TCX,A332,265.7836175,23.85
0,3090.341399,1417.437268,1,891.67,0,0,0,0,29.65,10000,1,0,VS109,VIR,A333,306.6767573,13.21666667
0,1965.554417,1417.437268,1,494.33,1,0,0,0,29.62,10000,1,0,SN2174,BEL,A319,240.2498754,8.466666667
0,2871.368206,1417.437268,1,920.99,1,0,0,0,29.65,10000,1,0,SK540,SAS,A321,256.0199104,13.55
0,1522.003383,1169.957521,1,494.61,3,0,0,0,29.65,10000,1,0,MT1722,TCX,A321,229.42591,16.91666667
0,3007.823784,1625.646073,1,697.97,2,0,0,0,29.65,10000,1,0,ST3596,GMI,B737,222.8425655,10.83333333
0,2081.118511,1417.437268,1,494.85,3,0,0,0,29.65,10000,1,0,U21827,EZY,A320,233.5846295,12.31666667
1,1543.360142,752.8865225,1,363.61,0,0,0,0,29.68,10000,1,0,KL1081,KLM,B738,232.7014876,2.816666667
1,1846.064939,655.0851383,1,438.1,0,0,0,0,29.71,10000,0,0,FI440,ICE,B752,266.0400001,5.45
0,807.1019132,569.576173,1,184.96,1,0,0,0,29.62,10000,1,0,DY1327,NAX,B738,194.4341949,1.5
0,2377.031859,1417.437268,1,602.85,3,0,0,0,29.62,10000,1,0,LH2501,DLH,A320,251.1670504,4.983333333
0,2854.745285,1417.437268,1,928.09,2,0,0,0,29.62,10000,1,0,HU7904,CHH,A333,240.0829308,15.58333333
0,2259.559016,1417.437268,1,648.99,3,1,0,0,29.62,10000,1,0,TK1994,THY,B738,284.6949221,14.45
0,1643.628283,1169.957521,1,481.13,2,0,0,0,29.62,10000,1,0,U21949,EZY,A320,288.4792095,13.25
0,2791.972859,1417.437268,1,890.57,2,0,0,0,29.62,10000,1,0,UA80,UAL,B752,273.119424,24.15
0,2686.420432,977.4076594,1,803.84,2,0,0,0,29.62,10000,1,0,BY2146,TOM,B738,267.7836209,17.45
0,1920.554686,1417.437268,1,494.44,2,0,0,0,29.62,10000,1,0,LS831,EXS,B738,274.181516,20.33333333
0,1109.472013,1009.605782,1,308.79,3,0,0,0,29.62,10000,1,0,FR5209,RYR,B738,229.8200727,15.23333333
0,2101.937654,1417.437268,1,566.57,4,0,0,0,29.62,10000,1,0,SQ51,SIA,A359,200.7929868,14.78333333
0,1009.294221,756.3860818,1,532.69,5,0,0,0,29.62,10000,1,0,KL1082,KLM,B738,191.7960702,9.716666667
0,1555.527462,977.4076594,1,370.44,3,0,0,0,29.62,10000,1,0,EI205,EIN,A320,183.8640967,5.616666667
0,1571.299739,1074.081608,1,716.07,4,0,0,0,29.62,10000,1,0,U21837,EZY,A319,163.8593116,8.983333333
0,2897.076238,1417.437268,1,964.98,3,0,0,0,29.62,10000,1,0,CX358,CPA,B77W,141.5179579,17.26666667
0,2025.160739,1417.437268,1,495.01,2,1,0,0,29.62,10000,1,0,U21863,EZY,A320,183.8619079,6.983333333
0,1025.04476,756.3860818,1,528.89,2,0,0,0,29.59,10000,0,0,FR555,RYR,B738,201.3008588,7.066666667
0,1109.472013,1009.605782,1,308.79,1,0,0,0,29.59,10000,0,0,FR3803,RYR,B738,249.3771016,5.116666667
0,884.0431004,623.3581564,1,504.21,1,0,0,0,29.59,10000,0,0,FR3501,RYR,B738,263.7774077,10.86666667
1,388.2837753,0,1,207.27,0,0,1,0,29.65,10000,1,0,FR1144,RYR,B738,267.1712846,5.366666667
0,2593.350499,1417.437268,1,688.48,0,0,0,0,29.56,10000,1,0,FI441,ICE,B752,264.7111341,16.16666667
0,918.8539123,623.3581564,1,500.51,1,0,0,0,29.56,10000,1,0,FR3246,RYR,B738,253.0576264,6.266666667
0,1965.554417,1417.437268,1,494.33,2,0,0,0,29.56,10000,1,0,DY1349,NAX,B738,250.2289116,10.16666667
0,1478.568965,1074.081608,1,543.76,3,0,0,0,29.56,10000,1,0,BA1395,BAW,A321,252.7838,13.46666667
0,3312.071215,2065.675681,1,930.43,3,0,0,0,29.56,10000,1,0,DL221,DAL,B752,210.1559279,17.86666667
0,2420.169913,1417.437268,1,601.08,4,0,0,0,29.56,10000,1,0,SK4608,SAS,B738,209.3857717,6.733333333
0,2121.305164,1953.337455,1,446.59,3,0,0,0,29.56,10000,1,0,EI3723,EIN,AT76,199.6937248,8.766666667
1,2624.663837,1134.541525,1,434.34,0,0,1,0,29.65,10000,1,0,ZB533,MON,A320,265.6921878,5.966666667
0,2259.559016,1417.437268,1,648.07,2,0,0,0,29.53,10000,1,0,LH943,DLH,A321,189.6073469,8.683333333
0,1144.977235,870.7482717,1,535.22,3,0,0,0,29.53,10000,1,0,FR1145,RYR,B738,207.4937739,4.016666667
0,2811.036937,1417.437268,1,782.03,2,0,0,0,29.53,10000,1,0,OS464,AUA,E190,186.9176864,11.53333333
0,2871.368206,1417.437268,1,920.99,2,0,0,0,29.53,10000,1,0,LS897,EXS,B738,218.5955301,12.63333333
