depArr,distance,distance_long,operation_mode,angle_sum,NDepDep,NDepArr,NArrDep,NArrArr,Pressure,VisibilityInMeters,isRain,isSnow,flightNumber,airline,aircraftModel,AvgSpdLast10,TaxiTime
0,2437.681478,771.1784035,1,703.38,4,1,0,0,30,10000,0,0,BY278,TOM,B752,156.9315773,26.11666667
0,1588.178052,702.9179363,1,344.65,6,1,0,0,30.03,10000,0,0,MT1966,TCX,A321,193.7494986,23.08333333
0,1817.443489,0,1,505.21,5,0,0,0,30.03,10000,0,0,BA1387,BAW,A319,130.0845037,18.1
1,1910.389186,836.489342,1,656.6,0,0,0,1,29.85,10000,1,0,AA734,AAL,A332,226.9039301,11.63333333
0,1727.108489,1225.335309,1,336.85,4,0,0,0,30.03,10000,0,0,EI3721,EIN,AT76,155.4874508,23.85
0,2011.575476,1275.28271,1,524.67,5,1,0,0,30.03,10000,0,0,FR3208,RYR,B738,158.3884988,31.43333333
0,2060.367691,1078.779413,1,331.07,5,0,0,0,30.03,10000,0,0,UA80,UAL,B752,147.6502318,18.65
0,3302.320847,1628.613577,1,1126.93,2,0,0,0,30.06,10000,0,0,SQ51,SIA,A359,248.6581087,15.7
0,2887.729126,771.1784035,1,741.56,6,0,0,0,30.03,10000,0,0,ZB562,MON,A321,148.3069082,38.96666667
0,2491.717885,771.1784035,1,890.83,7,0,0,0,30.03,10000,0,0,LX391,SWR,A320,146.4152539,35.06666667
0,1690.685615,0,1,515.31,6,1,0,0,30.03,10000,0,0,FR3234,RYR,B738,152.0589903,12.98333333
0,1899.756794,1078.779413,1,378.98,5,0,0,0,30.03,10000,0,0,LH941,DLH,A319,162.217038,17.86666667
0,388.2837753,0,1,207.27,6,0,0,0,30.03,10000,0,0,KL1074,KLM,B737,162.1089865,5.966666667
0,1940.08091,866.2491974,1,540.56,6,0,0,0,30.03,10000,0,0,FR4096,RYR,B738,190.5885681,13.55
0,1482.059273,1337.965415,1,244.62,5,0,0,0,30.03,10000,0,0,LS781,EXS,B738,165.6084601,5.183333333
1,2551.424755,655.0851383,1,642.8,0,0,0,0,29.85,10000,1,0,MT2843,TCX,A332,221.1619889,11.38333333
0,1564.740349,1169.957521,1,482.24,3,0,0,0,30.06,10000,0,0,CO655,FCB,A319,240.7127017,17.51666667
0,2509.688653,1078.779413,1,542.53,4,0,0,0,30.03,10000,0,0,LS875,EXS,B738,183.1536956,18.23333333
0,1436.617433,885.7466764,1,180.09,4,0,0,0,30.03,10000,0,0,EK22,UAE,A388,189.5072167,12.98333333
1,1512.273456,0,1,391.49,0,0,1,0,29.97,10000,1,0,LH2500,DLH,A320,196.4455389,3.816666667
0,884.0431004,623.3581564,1,499.97,2,0,0,0,30.06,10000,0,0,AA735,AAL,A332,285.8444092,10.41666667
0,2559.349523,771.1784035,1,829.5,2,1,0,0,30.03,10000,0,0,SK2548,SAS,B736,195.6120582,13.01666667
0,2235.425608,1078.779413,1,533.3,1,0,0,0,30.03,10000,0,0,MT3824,TCX,A332,172.6219177,12.71666667
0,2457.452001,1078.779413,1,712.36,2,0,0,0,30.03,10000,0,0,SK540,SAS,A320,183.3204313,15.55
0,1565.671193,923.1770603,1,426.48,3,0,0,0,30.03,10000,0,0,LS879,EXS,B752,184.8060408,6.533333333
1,1941.571452,1242.517683,1,564.9,0,0,4,0,30,10000,0,0,FR3502,RYR,B738,140.6771656,5.166666667
0,2775.800686,1078.779413,1,658.15,4,0,0,0,30.03,10000,0,0,SV124,SVA,B789,202.2628465,13.73333333
0,1666.860463,817.7459019,1,403.07,4,1,0,0,30.03,10000,0,0,AY934,FIN,A319,270.0933882,12.48333333
1,2122.205315,655.0851383,1,555.78,0,0,0,1,29.88,10000,1,0,TK1993,THY,A321,248.1858721,7.366666667
0,2942.3016,1417.437268,1,927.97,3,0,0,0,30.03,10000,0,0,VS109,VIR,A333,272.3809861,19.78333333
0,2450.345219,1417.437268,1,782.79,2,0,0,0,30.06,10000,0,0,EY16,ETD,B77W,268.0173601,16.71666667
0,918.8539123,623.3581564,1,500.51,1,1,0,0,30.06,10000,0,0,FR34,RYR,B738,302.0186685,10.28333333
0,1525.596727,1074.081608,1,543.48,3,0,0,0,30.06,10000,0,0,BA1389,BAW,A319,229.9834714,7.866666667
0,2127.062996,1976.974466,1,564.31,2,0,0,0,30.06,10000,0,0,LS931,EXS,B738,319.0268225,12.08333333
0,2259.559016,1417.437268,1,648.07,2,1,0,0,30.06,10000,0,0,LH2501,DLH,A320,284.6661703,15.55
1,1348.12194,756.7631639,1,270.67,0,0,5,0,30.03,10000,0,0,U21832,EZY,A320,124.6703684,3.15
1,1378.46752,527.2184635,1,361.55,0,0,5,0,30.03,10000,0,0,EI204,EIN,A320,211.8420203,2.733333333
0,1643.628283,1169.957521,1,481.13,1,0,0,0,30.06,10000,0,0,SN2174,BEL,A319,302.0211729,7.533333333
0,3368.136957,1628.613577,1,1127.62,1,0,0,0,30.06,10000,0,0,ZB3784,MON,A321,304.4460687,15.2
0,2817.971028,1417.437268,1,927.64,2,0,0,0,30.06,10000,0,0,BY118,TOM,B788,262.2528025,15.43333333
0,2869.490875,1417.437268,1,812.36,4,1,0,0,30.06,10000,0,0,TK1994,THY,A321,268.7147368,13.36666667
0,2422.086436,1074.081608,1,945.26,1,0,0,0,30.06,10000,0,0,MT2636,TCX,A332,271.1985916,11.56666667
0,1965.554417,1417.437268,1,494.33,1,0,0,0,30.06,10000,0,0,EI205,EIN,A320,281.2468793,16.7
0,2081.157702,1074.081608,1,730.4,2,0,0,0,30.06,10000,0,0,U21863,EZY,A319,269.9800244,16.21666667
1,1544.192686,514.6640059,1,468.76,0,0,4,1,30.06,10000,0,0,null,VIR,B744,304.1436751,4.4
1,1897.135808,1127.190074,1,552.88,0,0,3,0,30.06,10000,0,0,KL1081,KLM,B738,286.1983639,3.9
1,2063.751377,655.0851383,1,525.45,0,0,6,0,30.03,10000,0,0,OS463,AUA,E190,115.942111,4.483333333
1,1674.761685,0,1,453.13,0,0,0,0,29.85,10000,1,0,QR27,QTR,B788,211.6452186,4.416666667
0,2797.773632,1417.437268,1,891.51,1,0,0,0,30.06,10000,0,0,CX358,CPA,B77W,264.5544822,12.66666667
1,2000.224676,1164.08551,1,872.4,0,0,2,0,30.03,10000,0,0,FR1144,RYR,B738,166.6712715,4.766666667
0,3302.320847,1628.613577,1,1126.93,2,0,0,0,30.06,10000,0,0,SQ51,SIA,A359,252.0887195,15.7
1,1512.273456,0,1,391.49,0,0,4,0,30.06,10000,0,0,LH942,DLH,A320,231.7979429,2.35
1,1834.046177,950.3438704,1,462.52,0,0,7,0,30.03,10000,0,0,FR2665,RYR,B738,155.7471436,4.3
1,1597.291665,0,1,730.51,0,0,5,1,30.03,10000,0,0,ZB503,MON,A321,233.6809754,3.183333333
0,2595.22783,1417.437268,1,797.11,0,0,0,0,30.06,10000,0,0,FI441,ICE,B752,265.3680173,13.08333333
0,1080.097017,822.8717969,1,551.73,1,0,0,0,30.03,10000,0,0,KL1082,KLM,B738,264.1702629,9.933333333
1,1676.324225,958.3921823,1,434.27,0,0,4,1,30.06,10000,0,0,FR3235,RYR,B738,272.1814131,4.966666667
0,1394.990263,1074.081608,1,507.82,2,0,0,0,30.03,10000,0,0,BA1395,BAW,A320,239.2834209,3.066666667
0,1684.616178,1169.957521,1,441.52,1,0,0,0,30.03,10000,0,0,U21827,EZY,A320,253.5970364,8.666666667
0,2959.552436,1417.437268,1,927.49,3,0,0,0,30.03,10000,0,0,null,VIR,B744,263.304721,14
0,884.0431004,623.3581564,1,499.97,4,0,0,0,30.03,10000,0,0,FR3246,RYR,B738,272.6745943,5.483333333
1,1208.677966,727.5364952,1,411.97,0,0,4,0,30.03,10000,0,0,FR3205,RYR,B738,193.4666466,6.283333333
0,775.6612507,0,1,435.66,3,0,0,0,30.03,10000,0,0,FR1145,RYR,B738,267.8567324,5.5
0,2553.796047,977.4076594,1,688.54,1,0,0,0,30.03,10000,0,0,SK4608,SAS,B737,269.1262149,11.36666667
0,2826.892614,1417.437268,1,921.07,2,0,0,0,30.03,10000,0,0,OS464,AUA,E190,242.5696578,11.86666667
0,2259.559016,1417.437268,1,648.07,1,0,0,0,30.03,10000,0,0,LH943,DLH,A320,269.5059422,9.483333333
1,2539.323741,0,1,721.02,0,0,4,0,30.06,10000,0,0,MT1855,TCX,A321,280.346455,5.316666667
1,2065.628708,0,1,634.08,0,0,3,0,30.06,10000,0,0,LS812,EXS,B738,232.750219,4.05
1,1675.17627,752.8865225,1,408.48,0,0,1,0,30.06,10000,0,0,KL1083,KLM,B737,235.6389908,3.3
1,1432.632939,756.7631639,1,316.16,0,0,4,0,30.06,10000,0,0,U21950,EZY,A320,224.4781023,3.616666667
0,2871.368206,1417.437268,1,920.99,2,1,0,0,30.06,10000,0,0,LS887,EXS,B738,309.6743665,18.28333333
0,1398.838852,1074.081608,1,553.58,1,1,0,0,30.03,10000,0,0,VY6305,VLG,A320,254.9815233,10.45
0,1965.554417,1417.437268,1,494.33,0,1,0,0,30.03,10000,0,0,U21887,EZY,A320,277.5741534,7.366666667
0,1061.560659,756.3860818,1,533.91,1,0,0,0,30.03,10000,0,0,FR38,RYR,B738,248.9296621,6.616666667
1,1933.812581,514.6640059,1,589.21,0,0,0,0,29.85,10000,1,0,BY55,TOM,B788,199.4299153,8.766666667
0,1796.419655,1417.437268,1,450.1,2,0,0,0,30.03,10000,0,0,EK18,UAE,A388,219.484587,16.8
0,2422.047245,1417.437268,1,709.71,2,0,0,0,30.03,10000,0,0,VS73,VIR,B744,208.9887806,10.38333333
1,1708.177961,783.3187678,1,393.42,0,0,2,0,30.03,10000,0,0,AF1068,AFR,A318,235.4317521,3.466666667
0,918.8539123,623.3581564,1,509.92,2,0,0,0,30.03,10000,0,0,FR4332,RYR,B738,209.0379009,5.716666667
1,1569.366201,1169.749144,1,341.37,0,0,1,0,30.06,10000,0,0,BY2409,TOM,B738,279.4585948,4.216666667
0,1080.097017,822.8717969,1,551.73,0,0,0,0,30.03,10000,0,0,KL1084,KLM,B737,257.5777039,8.366666667
0,1525.596727,1074.081608,1,543.48,1,1,0,0,30.06,10000,0,0,BA1375,BAW,A320,301.4360501,14.85
0,1564.740349,1169.957521,1,494.16,1,1,0,0,30.06,10000,0,0,U21973,EZY,A320,313.8938701,13.23333333
1,518.4846666,0,1,90.3,0,0,4,1,30.06,10000,0,0,ZB653,MON,A320,249.5591468,1.666666667
0,884.0431004,623.3581564,1,499.97,2,0,0,0,30.06,10000,0,0,FR3218,RYR,B738,314.6862321,7.716666667
0,1129.20502,822.8717969,1,551.01,2,0,0,0,30.06,10000,0,0,AF1069,AFR,A318,310.0692679,10.33333333
0,2423.294373,1417.437268,1,770.21,0,0,0,0,30.06,10000,0,0,MT578,TCX,A321,297.6707608,5.583333333
1,1889.939429,0,1,398.52,0,0,2,0,29.91,10000,1,0,EY21,ETD,A332,257.439784,5.683333333
1,2212.353019,1562.461713,1,488.64,0,0,1,0,30.03,10000,0,0,FR562,RYR,B738,246.6605971,3.516666667
0,1796.419655,1417.437268,1,450.1,0,0,0,0,30.06,10000,0,0,U21845,EZY,A320,307.4391758,5.15
0,2434.45066,1417.437268,1,601.07,1,0,0,0,30.06,10000,0,0,ZB584,MON,A321,243.14444,6.9
0,1722.790639,977.4076594,1,371.18,1,0,0,0,30.06,10000,0,0,U21871,EZY,A320,279.4105985,8.083333333
0,1643.628283,1169.957521,1,495.27,0,1,0,0,30.06,10000,0,0,U22922,EZY,A319,272.3970661,8.683333333
0,1061.560659,756.3860818,1,533.91,0,0,0,0,30.06,10000,0,0,FR561,RYR,B738,279.5013724,6.166666667
0,2897.617875,1417.437268,1,927.85,1,0,0,0,30.06,10000,0,0,ZB574,MON,A320,281.0110298,15.55
0,3116.131993,1417.437268,1,927.71,1,1,0,0,30.06,10000,0,0,QR28,QTR,B788,301.488819,15.86666667
0,1478.568965,1074.081608,1,543.76,2,1,0,0,30.06,10000,0,0,BA1399,BAW,A321,277.726019,10.6
0,3345.997219,2505.564374,1,785.2,3,1,0,0,30.06,10000,0,0,ZB676,MON,A321,250.5661577,13.93333333
0,2815.376892,1417.437268,1,873.74,3,0,0,0,30.06,10000,0,0,BY2458,TOM,B738,239.6985568,11.71666667
0,1564.740349,1169.957521,1,482.24,0,1,0,0,30.06,10000,0,0,U21893,EZY,A320,242.9065155,8.583333333
1,1871.174348,958.3921823,1,463.43,0,0,0,0,30.03,10000,0,0,FR3209,RYR,B738,246.5556503,4.466666667
0,2509.688653,1078.779413,1,542.35,1,0,0,0,30.06,10000,0,0,EW1345,EWG,A320,214.6401957,12.1
0,1949.339075,866.2491974,1,471.18,1,0,0,0,30.06,10000,0,0,FR3445,RYR,B738,216.4528836,9.366666667
1,1708.177961,783.3187678,1,393.42,0,0,1,1,30.06,10000,0,0,FR35,RYR,B738,285.7489807,2.966666667
1,1422.158339,0,1,428.23,0,0,2,0,30.03,10000,0,0,LS876,EXS,B738,218.2121465,2.3
1,1971.769018,970.6294578,1,544.25,0,0,1,0,30.06,10000,0,0,FR3953,RYR,B738,285.0276945,4.666666667
0,1984.149887,866.2491974,1,471.72,0,0,0,0,30.06,10000,0,0,FR7542,RYR,B738,232.2630018,6.883333333
1,2146.579386,655.0851383,1,431.44,0,0,2,0,30.06,10000,0,0,SK541,SAS,A320,268.152955,4.616666667
1,2009.300993,0,1,602.99,0,0,0,0,30.06,10000,0,0,SN2177,BEL,A319,242.4145042,5.616666667
0,871.5027725,0,1,333.02,0,0,0,0,30.09,10000,0,0,EI3727,EIN,AT76,236.8607607,2.183333333
1,1511.520874,756.7631639,1,315.05,0,0,0,0,30.06,10000,0,0,U2134,EZY,A319,220.0498356,4.9
0,1851.824276,1358.08255,1,479.69,0,1,0,0,30.09,10000,0,0,FR3503,RYR,B738,289.0051992,11.68333333
0,1912.696412,1164.591164,1,704.41,1,0,0,0,30.09,10000,0,0,FR3187,RYR,B738,276.9838556,9.433333333
0,1721.316289,1180.036591,1,224.84,0,0,0,0,30.09,10000,0,0,U21985,EZY,A319,280.8410016,8.533333333
0,1979.519492,866.2491974,1,486.05,2,0,0,0,30.09,10000,0,0,FR3952,RYR,B738,261.4858843,10.86666667
0,2451.234715,1078.779413,1,512.02,2,0,0,0,30.09,10000,0,0,BY152,TOM,B788,261.4723367,10.36666667
0,2509.688653,1078.779413,1,542.35,2,0,0,0,30.09,10000,0,0,SK542,SAS,A320,264.3764591,14.33333333
0,2455.574669,1078.779413,1,603.73,2,0,0,0,30.09,10000,0,0,SN2178,BEL,A319,261.0744657,11.76666667
0,1899.756794,1078.779413,1,378.98,3,2,0,0,30.09,10000,0,0,LH2503,DLH,A320,229.9660941,9.55
0,1839.679102,1212.078373,1,408.17,2,1,0,0,30.09,10000,0,0,U2135,EZY,A319,280.0499874,13.11666667
0,1808.096295,1162.383182,1,394.52,4,2,0,0,30.09,10000,0,0,EI211,EIN,A320,234.0086989,13.23333333
0,1885.506954,1247.391005,1,466.34,4,2,0,0,30.09,10000,0,0,FR3226,RYR,B738,235.7026832,9.383333333
0,1699.682899,583.7546206,1,293.31,4,2,0,0,30.09,10000,0,0,U21927,EZY,A319,237.5804589,9.466666667
0,1887.432682,949.0490379,1,358.21,3,0,0,0,30.09,10000,0,0,FR1557,RYR,B738,231.8895047,7.966666667
0,2235.425608,1078.779413,1,533.3,2,0,0,0,30.09,10000,0,0,LH947,DLH,A320,238.0716726,13.16666667
0,1770.415728,0,1,505.11,3,0,0,0,30.09,10000,0,0,BA1403,BAW,A320,234.1806821,8.95
0,1666.860463,763.480332,1,402.83,1,0,0,0,30.09,10000,0,0,U21953,EZY,A319,213.3900227,4.866666667
0,2010.447343,1164.591164,1,573.01,0,0,0,0,30.09,10000,0,0,FR4052,RYR,B738,226.0172916,10.46666667
0,2455.574669,1078.779413,1,603.73,2,1,0,0,30.09,10000,0,0,SK2550,SAS,B738,235.169486,13.98333333
0,2540.537223,1078.779413,1,657.4,1,1,0,0,30.09,10000,0,0,KM147,AMC,A320,243.9792078,12.91666667
1,423.4657157,0,1,248.57,0,0,1,1,30.09,10000,0,0,null,EZY,A320,228.6128065,0.983333333
1,1917.264925,836.489342,1,691.52,0,0,3,1,30.09,10000,0,0,AF1168,AFR,A319,254.1593376,8.866666667
0,1817.443489,0,1,505.21,2,0,0,0,30.09,10000,0,0,BA1405,BAW,A320,232.635998,10.08333333
0,1819.558729,719.6829129,1,252.59,1,1,0,0,30.09,10000,0,0,U2137,EZY,A320,223.7669889,7.583333333
0,1910.764625,949.0490379,1,427.01,2,1,0,0,30.09,10000,0,0,VY8754,VLG,A320,230.783254,10.85
1,1716.126143,514.6640059,1,501.86,0,0,2,0,30.06,10000,0,0,MT1885,TCX,A321,288.1889463,7.083333333
1,2077.016125,836.489342,1,707.18,0,0,1,0,30.09,10000,0,0,FR3219,RYR,B738,257.1374309,4.533333333
1,1863.591006,1265.589677,1,330.22,0,0,0,0,30.06,10000,0,0,MT1967,TCX,A321,279.2400768,4.533333333
0,1721.316289,1180.036591,1,224.84,0,1,0,0,30.09,10000,0,0,U21835,EZY,A320,248.116863,10.8
0,1746.988027,681.1892299,1,305.85,1,2,0,0,30.09,10000,0,0,D85015,NAX,B738,260.1907729,10.83333333
0,1493.929366,738.3099245,1,506.33,2,0,0,0,30.09,10000,0,0,EY22,ETD,A332,256.648141,8.233333333
1,1613.708571,588.8691363,1,345.63,0,0,3,0,30.09,10000,0,0,EW1346,EWG,A320,196.1824614,5.166666667
0,1887.432682,949.0490379,1,348.8,0,0,0,0,30.09,10000,0,0,AF1169,AFR,A319,257.2323074,7.983333333
0,1564.740349,1169.957521,1,482.24,1,0,0,0,30.09,10000,0,0,U21895,EZY,A320,262.8502375,10.78333333
0,918.8539123,623.3581564,1,500.51,1,0,0,0,30.09,10000,0,0,FR3222,RYR,B738,262.6081887,6.65
0,884.0431004,623.3581564,1,499.97,0,0,0,0,30.09,10000,0,0,FR8358,RYR,B738,252.4313598,8.066666667
0,2567.120775,977.4076594,1,688.53,1,0,0,0,30.09,10000,0,0,EW1347,EWG,A320,245.7798379,15.23333333
1,1739.358221,958.3921823,1,418.56,0,0,1,1,30.09,10000,0,0,FR1556,RYR,B738,244.8468812,3.65
1,1694.86246,556.4804036,1,492.3,0,0,2,0,30.09,10000,0,0,U21872,EZY,A320,251.0960074,2.933333333
0,2207.3472,977.4076594,1,587.04,0,0,0,0,30.09,10000,0,0,EW4349,EWG,A320,219.5675241,14.61666667
0,1796.419655,1417.437268,1,450.1,0,1,0,0,30.09,10000,0,0,EK20,UAE,A388,211.5529571,17.68333333
0,2614.186336,1920.867516,1,479.46,1,0,0,0,30.09,10000,0,0,FX5203,FDX,B752,174.0581366,14.31666667
0,1560.669627,1074.081608,1,717.79,2,0,0,0,30.09,10000,0,0,EI3329,EIN,AT76,176.1918348,14.63333333
1,1416.244397,0,1,311.58,0,0,1,0,30.09,10000,0,0,ZB585,MON,A321,225.3326459,4.383333333
1,2319.759971,655.0851383,1,525.04,0,0,0,0,30.09,10000,0,0,ZB677,MON,A321,240.4440475,5.533333333
0,1061.560659,756.3860818,1,533.91,0,0,0,0,30.09,10000,0,0,FR559,RYR,B738,183.8947617,9.283333333
1,1910.993841,1169.749144,1,480.49,0,0,0,0,30.09,10000,0,0,LH948,DLH,A321,192.7457284,5.5
0,2810.287305,1417.437268,1,926.96,0,0,0,0,30.06,10000,0,0,PK702,PIA,B77W,237.8661503,23.35
1,1863.591006,1265.589677,1,330.22,0,0,3,0,30.09,10000,0,0,MT579,TCX,A321,168.7121121,4.8
1,2047.793586,1022.750186,1,347.87,0,0,0,0,30,10000,0,0,null,FDX,B752,248.820796,4.8
1,2539.323741,0,1,721.02,0,0,4,1,30.09,10000,0,0,HU7903,CHH,A333,227.5002198,8.916666667
1,1795.846043,0,1,379.33,0,0,0,0,30.09,10000,0,0,QR21,QTR,B788,180.8191558,4.166666667
0,3298.612367,1971.969238,1,890.15,0,0,0,0,29.94,10000,0,0,BY2532,TOM,B738,278.2457122,9.3
0,1124.976444,822.8717969,1,487.78,1,0,0,0,29.94,10000,0,0,KL1072,KLM,B739,289.3366618,6.266666667
0,884.0431004,623.3581564,1,499.97,0,1,0,0,29.94,10000,0,0,FR7542,RYR,B738,287.4639422,6.45
0,2423.294373,1417.437268,1,770.21,1,2,0,0,29.94,10000,0,0,ZB562,MON,A321,273.7318829,5.65
0,1831.523996,530.8891433,1,607.32,0,0,0,0,29.94,10000,0,0,BA1371,BAW,A320,273.9596824,13.36666667
0,1418.874359,874.8117527,1,179.76,1,0,0,0,29.94,10000,0,0,U21923,EZY,A320,258.5894706,9.416666667
1,2272.19966,0,1,845.67,0,0,0,0,30.06,10000,0,0,LH8175,GEC,B77L,223.5208973,7.283333333
0,1559.203607,629.0229768,1,402.77,2,1,0,0,29.94,10000,0,0,U21863,EZY,A319,233.6486173,3.233333333
0,1910.764625,949.0490379,1,427.01,3,2,0,0,29.94,10000,0,0,FR2131,RYR,B738,258.0825083,7.25
0,1525.520928,702.9179363,1,416.45,2,2,0,0,29.94,10000,0,0,U21839,EZY,A319,266.5195765,16.03333333
0,1741.349759,0,1,577.16,3,1,0,0,29.94,10000,0,0,FR4007,RYR,B738,261.0296128,9.283333333
0,1899.756794,1078.779413,1,378.98,3,0,0,0,29.94,10000,0,0,U21917,EZY,A320,266.0813253,12.1
1,1795.846043,0,1,379.33,0,0,0,0,30.06,10000,0,0,EY15,ETD,B77W,210.1021088,7.366666667
0,2108.296497,1572.618991,1,386.66,2,0,0,0,29.94,10000,0,0,FR3501,RYR,B738,250.2950455,16.58333333
0,2459.208467,1078.779413,1,442.69,3,0,0,0,29.94,10000,0,0,ZB3762,MON,A320,220.1182254,9.45
0,2365.299126,1078.779413,1,620.33,4,2,0,0,29.94,10000,0,0,ZB652,MON,A321,231.4184806,9.416666667
0,1839.679102,1212.078373,1,394.03,3,1,0,0,29.94,10000,0,0,U21831,EZY,A319,256.9569908,15.8
0,1721.316289,1180.036591,1,224.84,4,2,0,0,29.94,10000,0,0,U21901,EZY,A320,216.8024473,10.61666667
0,1512.160539,558.4022863,1,422.14,2,0,0,0,29.94,10000,0,0,MT354,TCX,A321,213.4667842,13.05
0,2516.682937,771.1784035,1,782.24,4,0,0,0,29.94,10000,0,0,LH2505,DLH,A321,223.501104,17.95
1,1512.273456,0,1,391.49,0,0,0,1,29.97,10000,0,0,EW4340,EWG,A319,274.053484,3.866666667
0,1525.520928,629.0229768,1,416.12,2,0,0,0,29.94,10000,0,0,U21897,EZY,A320,212.212684,13.06666667
0,1911.109494,949.0490379,1,383.41,2,0,0,0,29.94,10000,0,0,FR3805,RYR,B738,211.1662476,9.65
0,1745.321987,530.8891433,1,725.51,3,0,0,0,29.94,10000,0,0,FR3952,RYR,B738,208.1871197,9.7
0,1960.865062,771.1784035,1,557.49,2,1,0,0,29.94,10000,0,0,EW4341,EWG,A319,177.8438445,12.7
0,1984.149887,866.2491974,1,471.72,2,0,0,0,29.94,10000,0,0,FR3226,RYR,B738,199.0308512,9.133333333
0,2737.622623,1644.335829,1,512.15,2,0,0,0,29.94,10000,0,0,QR22,QTR,B788,181.1698578,15.71666667
0,1699.682899,583.7546206,1,293.31,1,0,0,0,29.94,10000,0,0,U21805,EZY,A320,186.9449149,9.416666667
0,2233.548276,1078.779413,1,418.47,2,0,0,0,29.94,10000,0,0,MT1482,TCX,A321,173.604269,13.8
0,2015.659177,1247.391005,1,475.29,4,0,0,0,29.94,10000,0,0,FR3238,RYR,B738,163.7268647,12.76666667
0,1819.558729,681.1892299,1,431.93,3,0,0,0,29.94,10000,0,0,U21983,EZY,A320,164.6711807,11.91666667
1,2282.750123,1642.569033,1,590.11,0,0,4,0,29.94,10000,0,0,FR552,RYR,B738,232.4394208,5.766666667
0,1924.707999,530.8891433,1,557.3,3,0,0,0,29.94,10000,0,0,BA1385,BAW,A320,165.4948,16.28333333
0,2656.249187,1078.779413,1,621.04,3,0,0,0,29.94,10000,0,0,ZB512,MON,A320,157.5106671,16.11666667
1,1111.960762,594.565471,1,402.61,0,0,0,0,29.97,10000,0,0,FR8307,RYR,B738,291.6306388,5.233333333
0,2845.958199,1682.1077,1,504.74,3,2,0,0,29.94,10000,0,0,LH8175,GEC,B77L,197.195941,17.2
0,2491.717885,771.1784035,1,890.83,4,0,0,0,29.94,10000,0,0,EW1343,EWG,A320,196.3236139,14.6
1,1173.867154,727.5364952,1,406.26,0,0,0,0,30.03,10000,0,0,AA734,AAL,A332,236.2596159,5.166666667
0,1808.096295,1162.383182,1,394.52,0,0,0,0,29.91,10000,0,0,LS791,EXS,B738,222.3647964,14.33333333
0,1860.914586,949.0490379,1,347.52,1,0,0,0,29.91,10000,0,0,FR553,RYR,B738,219.7103974,10.68333333
0,1778.570834,681.1892299,1,292.2,2,0,0,0,29.91,10000,0,0,U2131,EZY,A319,221.3408016,10.8
1,2282.789313,1345.315855,1,645.86,0,0,1,1,29.94,10000,0,0,FR2603,RYR,B738,264.9651432,7.25
0,1771.853458,0,1,632.22,1,0,0,0,29.91,10000,0,0,LS833,EXS,B733,221.5739786,4.033333333
0,2045.258155,1164.591164,1,582.96,0,0,0,0,29.91,10000,0,0,FR8308,RYR,B738,225.9889395,16.95
0,1621.860731,702.9179363,1,402.94,1,0,0,0,29.91,10000,0,0,LS887,EXS,B738,231.9845177,15.86666667
1,2579.277426,655.0851383,1,649.82,0,0,1,0,30.09,10000,0,0,SQ52,SIA,A359,232.7058342,17.48333333
1,1291.356207,836.489342,1,332.57,0,0,0,0,29.94,10000,0,0,FR3205,RYR,B738,276.0911643,5.516666667
0,1989.667214,1164.591164,1,688.61,1,1,0,0,29.91,10000,0,0,AF1669,AFR,A320,224.8680317,11.61666667
0,2884.977911,505.101564,1,697.72,3,0,0,0,29.91,10000,0,0,LS809,EXS,B738,218.8386582,23.5
0,1878.551757,530.8891433,1,607.21,2,0,0,0,29.91,10000,0,0,BA1387,BAW,A319,225.4494579,17.96666667
0,2123.35329,771.1784035,1,618.21,4,0,0,0,29.91,10000,0,0,BY2536,TOM,B738,187.905676,17.21666667
0,1987.053149,1358.08255,1,433.25,5,2,0,0,29.91,10000,0,0,KL1074,KLM,B737,177.4418829,20.73333333
0,1864.836002,771.1784035,1,476.66,5,2,0,0,29.91,10000,0,0,LH941,DLH,A319,210.9053276,17.81666667
0,1542.15132,1034.954248,1,270.17,4,2,0,0,29.91,10000,0,0,EK22,UAE,A388,219.7522248,47.9
0,1922.022853,1247.391005,1,449.35,2,0,0,0,29.91,10000,0,0,FR2604,RYR,B738,198.0276689,11.46666667
0,2526.321329,771.1784035,1,720.74,3,0,0,0,29.91,10000,0,0,MT2638,TCX,A332,197.6618013,18.26666667
0,2595.22783,1417.437268,1,803.31,2,1,0,0,29.88,10000,0,0,MT2914,TCX,A332,265.9586862,9.533333333
0,2011.575476,1275.28271,1,515.26,3,0,0,0,29.91,10000,0,0,FR3204,RYR,B738,201.0362664,10.9
0,1633.177784,763.480332,1,344.54,4,1,0,0,29.91,10000,0,0,MT1966,TCX,A321,218.2463238,7.233333333
0,2392.724715,771.1784035,1,812.19,3,1,0,0,29.91,10000,0,0,BY506,TOM,B738,225.0378738,14.58333333
0,1760.791167,1162.383182,1,407.06,3,0,0,0,29.88,10000,0,0,LS897,EXS,B738,250.7728298,11.18333333
0,1746.988027,631.4940384,1,292.69,3,1,0,0,29.88,10000,0,0,LS831,EXS,B738,267.5865525,9.616666667
1,1848.701433,836.489342,1,885.22,0,0,2,0,29.91,10000,0,0,KL1081,KLM,B739,226.7664466,5.233333333
0,1498.095339,936.6239864,1,224.26,2,0,0,0,29.88,10000,0,0,null,EXS,B752,229.9403707,4.416666667
